id,pingId,tukTukId,regNumber,latitude,longitude,speed,heading,accuracy,batteryLevel,timestamp
207,PING-000208,2,WP-TUK-0002,6.773692,79.990717,21,97,5.8,96,2026-04-02T07:30:00.000Z
208,PING-000209,2,WP-TUK-0002,6.771818,79.991883,15,309,3.1,21,2026-04-02T08:00:00.000Z
209,PING-000210,2,WP-TUK-0002,6.772613,79.992357,9,174,6.5,56,2026-04-02T08:30:00.000Z
210,PING-000211,2,WP-TUK-0002,6.771709,79.994007,57,71,9.2,96,2026-04-02T09:00:00.000Z
211,PING-000212,2,WP-TUK-0002,6.772192,79.995521,34,137,8.9,32,2026-04-02T09:30:00.000Z
212,PING-000213,2,WP-TUK-0002,6.772306,79.997426,28,163,8,29,2026-04-02T10:00:00.000Z
213,PING-000214,2,WP-TUK-0002,6.77323,79.996515,21,289,9.9,85,2026-04-02T10:30:00.000Z
214,PING-000215,2,WP-TUK-0002,6.771718,79.996726,39,357,7.5,89,2026-04-02T11:00:00.000Z
215,PING-000216,2,WP-TUK-0002,6.77282,79.996541,3,343,3.4,22,2026-04-02T11:30:00.000Z
216,PING-000217,2,WP-TUK-0002,6.773924,79.997661,8,239,7.1,49,2026-04-02T12:00:00.000Z
217,PING-000218,2,WP-TUK-0002,6.771982,79.996329,20,100,4.3,94,2026-04-02T12:30:00.000Z
218,PING-000219,2,WP-TUK-0002,6.773456,79.996251,11,58,5.5,86,2026-04-02T13:00:00.000Z
219,PING-000220,2,WP-TUK-0002,6.774172,79.996493,6,237,3.3,55,2026-04-02T13:30:00.000Z
220,PING-000221,2,WP-TUK-0002,6.772868,79.997209,9,167,8.3,56,2026-04-02T14:00:00.000Z
221,PING-000222,2,WP-TUK-0002,6.774003,79.995259,48,158,9.6,70,2026-04-02T14:30:00.000Z
222,PING-000223,2,WP-TUK-0002,6.775725,79.99342,43,340,6.6,76,2026-04-02T15:00:00.000Z
223,PING-000224,2,WP-TUK-0002,6.775514,79.995269,37,253,3.5,39,2026-04-02T15:30:00.000Z
224,PING-000225,2,WP-TUK-0002,6.776668,79.995502,22,98,5.2,37,2026-04-02T16:00:00.000Z
225,PING-000226,2,WP-TUK-0002,6.776846,79.996668,6,276,3.6,32,2026-04-03T00:30:00.000Z
226,PING-000227,2,WP-TUK-0002,6.776824,79.996681,42,171,4.7,83,2026-04-03T01:00:00.000Z
227,PING-000228,2,WP-TUK-0002,6.775857,79.994721,8,196,9.2,89,2026-04-03T01:30:00.000Z
228,PING-000229,2,WP-TUK-0002,6.774027,79.99573,3,141,9.6,52,2026-04-03T02:00:00.000Z
229,PING-000230,2,WP-TUK-0002,6.772383,79.995743,37,222,9.3,49,2026-04-03T02:30:00.000Z
230,PING-000231,2,WP-TUK-0002,6.771657,79.996863,28,191,7.2,24,2026-04-03T03:00:00.000Z
231,PING-000232,2,WP-TUK-0002,6.772397,79.995997,36,315,3.3,58,2026-04-03T03:30:00.000Z
232,PING-000233,2,WP-TUK-0002,6.772235,79.99681,40,43,3.3,39,2026-04-03T04:00:00.000Z
233,PING-000234,2,WP-TUK-0002,6.773886,79.997267,53,125,9.4,77,2026-04-03T04:30:00.000Z
234,PING-000235,2,WP-TUK-0002,6.773692,79.99585,52,111,6.4,92,2026-04-03T05:00:00.000Z
235,PING-000236,2,WP-TUK-0002,6.775124,79.993966,48,93,6.9,83,2026-04-03T05:30:00.000Z
236,PING-000237,2,WP-TUK-0002,6.776277,79.992348,6,190,5.5,34,2026-04-03T06:00:00.000Z
237,PING-000238,2,WP-TUK-0002,6.777098,79.994261,23,217,9.8,54,2026-04-03T06:30:00.000Z
238,PING-000239,2,WP-TUK-0002,6.776774,79.993599,40,100,3.9,88,2026-04-03T07:00:00.000Z
239,PING-000240,2,WP-TUK-0002,6.777101,79.991899,6,56,3.9,20,2026-04-03T07:30:00.000Z
240,PING-000241,2,WP-TUK-0002,6.778323,79.99103,8,148,9.4,82,2026-04-03T08:00:00.000Z
241,PING-000242,2,WP-TUK-0002,6.778825,79.989733,42,223,9.3,74,2026-04-03T08:30:00.000Z
242,PING-000243,2,WP-TUK-0002,6.778251,79.990023,0,146,3.1,70,2026-04-03T09:00:00.000Z
243,PING-000244,2,WP-TUK-0002,6.779266,79.988732,41,122,4.6,92,2026-04-03T09:30:00.000Z
244,PING-000245,2,WP-TUK-0002,6.780911,79.986764,38,27,5.4,46,2026-04-03T10:00:00.000Z
